order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
1090,65,831,462,3,debit,2017-03-04 3:51
1091,40,896,322,2,credit_card,2017-03-02 11:35
1092,60,764,354,2,cash,2017-03-05 8:12
1093,81,744,354,2,debit,2017-03-02 20:11
1094,96,882,459,3,credit_card,2017-03-17 9:17
1095,82,731,177,1,credit_card,2017-03-21 3:36
1096,17,858,176,1,credit_card,2017-03-23 2:09
1097,41,934,118,1,cash,2017-03-20 15:09
1098,98,912,133,1,credit_card,2017-03-07 3:14
1099,65,947,462,3,debit,2017-03-27 7:23
1100,80,778,290,2,cash,2017-03-15 9:21
1101,90,885,178,1,cash,2017-03-05 8:45
1102,83,812,129,1,debit,2017-03-06 3:50
1103,15,883,459,3,debit,2017-03-06 18:35
1104,81,842,177,1,debit,2017-03-17 23:04
1105,42,607,704000,2000,credit_card,2017-03-24 4:00
1106,9,902,118,1,debit,2017-03-26 15:14
1107,41,799,118,1,credit_card,2017-03-21 22:41
1108,49,933,129,1,debit,2017-03-28 1:35
1109,79,782,362,2,debit,2017-03-04 0:42
1110,43,748,543,3,debit,2017-03-17 15:16
1111,58,818,276,2,cash,2017-03-29 11:15
1112,32,840,202,2,credit_card,2017-03-21 0:28
1113,48,746,234,2,credit_card,2017-03-09 1:46
1114,87,924,149,1,debit,2017-03-11 11:11
1115,21,768,142,1,credit_card,2017-03-07 19:35
1116,52,815,584,4,cash,2017-03-01 0:31
1117,40,937,322,2,credit_card,2017-03-17 19:30
1118,58,961,276,2,credit_card,2017-03-02 2:55
1119,9,989,354,3,debit,2017-03-28 20:34
1120,96,709,153,1,credit_card,2017-03-15 3:00
1121,30,802,153,1,debit,2017-03-22 2:22
1122,49,767,516,4,credit_card,2017-03-21 22:37
1123,33,820,519,3,cash,2017-03-22 12:52
1124,29,911,815,5,credit_card,2017-03-26 0:53
1125,52,994,730,5,credit_card,2017-03-07 6:54
1126,99,975,195,1,cash,2017-03-15 13:15
1127,41,773,354,3,cash,2017-03-23 18:38
1128,80,717,290,2,debit,2017-03-02 2:47
1129,73,981,330,2,debit,2017-03-07 14:23
1130,17,733,528,3,credit_card,2017-03-12 12:25
1131,28,930,328,2,debit,2017-03-23 17:04
1132,94,822,402,3,credit_card,2017-03-26 14:51
1133,81,766,354,2,cash,2017-03-07 15:43
1134,71,828,492,3,debit,2017-03-10 15:28
1135,53,753,224,2,cash,2017-03-29 0:18
1136,16,727,312,2,debit,2017-03-05 0:41
1137,32,726,101,1,cash,2017-03-15 11:45
1138,48,966,117,1,credit_card,2017-03-04 7:41
1139,70,745,346,2,credit_card,2017-03-18 6:34
1140,73,703,165,1,debit,2017-03-18 7:55
1141,64,876,399,3,cash,2017-03-27 3:32
1142,19,874,163,1,cash,2017-03-03 5:27
1143,45,718,284,2,credit_card,2017-03-24 16:20
1144,3,946,296,2,debit,2017-03-01 10:00
1145,80,753,290,2,credit_card,2017-03-06 17:29
1146,76,925,310,2,cash,2017-03-10 11:40
1147,81,861,531,3,credit_card,2017-03-13 19:36
1148,46,712,166,1,credit_card,2017-03-28 23:57
1149,2,962,282,3,debit,2017-03-24 15:08
1150,13,722,320,2,debit,2017-03-20 11:30
1151,82,853,885,5,debit,2017-03-24 20:47
1152,90,737,712,4,debit,2017-03-27 13:35
1153,96,985,459,3,cash,2017-03-07 22:53
1154,97,923,324,2,cash,2017-03-11 1:04
1155,2,970,188,2,credit_card,2017-03-21 10:32
1156,12,860,201,1,debit,2017-03-23 11:31
1157,22,991,146,1,debit,2017-03-21 1:42
1158,88,959,352,2,credit_card,2017-03-11 5:56
1159,24,786,420,3,credit_card,2017-03-08 12:51
1160,86,846,390,3,debit,2017-03-18 5:30
1161,65,701,308,2,credit_card,2017-03-09 20:33
1162,79,893,362,2,credit_card,2017-03-14 9:40
1163,17,974,176,1,debit,2017-03-22 22:16
1164,71,829,164,1,cash,2017-03-01 14:49
1165,41,854,118,1,credit_card,2017-03-15 21:34
1166,52,712,292,2,credit_card,2017-03-03 22:27
1167,86,786,260,2,debit,2017-03-02 5:24
1168,1,738,158,1,debit,2017-03-16 0:21
1169,81,868,354,2,debit,2017-03-25 6:06
1170,97,948,162,1,credit_card,2017-03-25 7:03
1171,53,888,112,1,debit,2017-03-13 11:28
1172,21,921,426,3,cash,2017-03-03 22:16
1173,43,708,181,1,debit,2017-03-11 1:30
1174,40,996,322,2,credit_card,2017-03-16 21:31
1175,70,720,346,2,credit_card,2017-03-12 18:27
1176,46,839,498,3,credit_card,2017-03-21 18:59
1177,11,831,552,3,credit_card,2017-03-23 20:03
1178,90,828,356,2,cash,2017-03-08 21:38
1179,91,922,160,1,credit_card,2017-03-29 2:59
1180,80,792,145,1,cash,2017-03-27 8:49
1181,89,975,588,3,debit,2017-03-29 14:28
1182,45,838,142,1,cash,2017-03-01 21:51
1183,22,830,438,3,cash,2017-03-09 2:33
1184,55,969,513,3,debit,2017-03-09 15:08
1185,40,962,161,1,debit,2017-03-04 4:17
1186,84,979,459,3,debit,2017-03-17 3:42
1187,95,927,336,2,cash,2017-03-02 1:32
1188,55,843,171,1,credit_card,2017-03-28 15:04
1189,86,857,260,2,debit,2017-03-01 3:47
1190,41,750,118,1,credit_card,2017-03-27 10:39
1191,1,734,316,2,debit,2017-03-03 3:40
1192,64,875,133,1,cash,2017-03-19 1:50
1193,89,838,196,1,credit_card,2017-03-11 18:04
1194,78,944,25725,1,debit,2017-03-16 16:38
1195,12,950,201,1,debit,2017-03-07 16:21
1196,56,800,234,2,debit,2017-03-11 21:47
1197,88,837,176,1,debit,2017-03-22 3:54
1198,3,998,296,2,debit,2017-03-27 16:50
1199,22,802,438,3,cash,2017-03-11 1:36
1200,45,880,142,1,cash,2017-03-20 21:59
1201,77,992,312,2,credit_card,2017-03-24 15:38
1202,4,929,384,3,debit,2017-03-30 14:58
1203,18,914,312,2,credit_card,2017-03-01 21:04
1204,54,792,133,1,debit,2017-03-02 8:48
1205,78,970,25725,1,credit_card,2017-03-17 22:32
1206,83,891,258,2,cash,2017-03-23 4:06
1207,12,721,402,2,debit,2017-03-19 13:15
1208,77,944,156,1,credit_card,2017-03-09 4:14
1209,99,815,585,3,debit,2017-03-04 13:48
1210,10,897,444,3,credit_card,2017-03-25 14:09
1211,100,765,111,1,debit,2017-03-30 8:31
1212,75,859,256,2,cash,2017-03-13 19:33
1213,10,836,444,3,credit_card,2017-03-02 17:32
1214,68,882,272,2,debit,2017-03-29 14:18
1215,7,793,224,2,debit,2017-03-30 1:57
1216,14,765,116,1,debit,2017-03-24 4:56
1217,85,703,344,2,credit_card,2017-03-06 3:21
1218,82,759,708,4,debit,2017-03-01 5:38
1219,41,834,236,2,credit_card,2017-03-14 23:07
1220,22,756,438,3,credit_card,2017-03-13 20:34
1221,32,778,101,1,credit_card,2017-03-10 6:00
1222,64,733,133,1,credit_card,2017-03-16 9:11
1223,67,767,131,1,credit_card,2017-03-25 16:02
1224,22,905,292,2,cash,2017-03-13 11:46
1225,57,891,294,2,credit_card,2017-03-17 1:07
1226,48,784,234,2,credit_card,2017-03-27 16:28
1227,84,947,153,1,debit,2017-03-29 4:07
1228,44,921,288,2,credit_card,2017-03-28 13:44
1229,2,921,94,1,cash,2017-03-10 23:37
1230,37,802,284,2,debit,2017-03-30 19:29
1231,25,873,130,1,debit,2017-03-21 15:08
1232,54,723,133,1,debit,2017-03-28 4:39
1233,66,981,161,1,cash,2017-03-30 17:30
1234,68,931,272,2,debit,2017-03-07 3:41
1235,36,993,260,2,debit,2017-03-26 8:42
1236,25,823,130,1,debit,2017-03-28 5:12
1237,23,803,156,1,cash,2017-03-08 4:19
1238,14,972,348,3,debit,2017-03-05 9:50
1239,64,917,266,2,debit,2017-03-14 14:15
1240,71,985,328,2,credit_card,2017-03-09 12:53
1241,20,953,127,1,cash,2017-03-24 10:12
1242,82,723,354,2,credit_card,2017-03-22 1:05
1243,71,938,164,1,debit,2017-03-30 4:50
1244,94,920,134,1,cash,2017-03-09 10:46
1245,23,999,312,2,debit,2017-03-17 11:37
1246,16,762,156,1,cash,2017-03-15 9:00
1247,10,763,296,2,debit,2017-03-26 8:47
1248,89,722,196,1,cash,2017-03-29 5:07
1249,76,883,155,1,cash,2017-03-25 2:01
1250,24,861,420,3,debit,2017-03-06 23:01
1251,50,959,386,2,cash,2017-03-30 19:44
1252,95,995,504,3,cash,2017-03-26 2:36
1253,52,784,146,1,cash,2017-03-26 6:08
1254,68,930,272,2,debit,2017-03-15 20:51
1255,11,753,368,2,cash,2017-03-04 19:53
1256,95,972,168,1,cash,2017-03-04 1:25
1257,6,942,935,5,credit_card,2017-03-12 19:49
1258,70,934,173,1,credit_card,2017-03-07 13:25
1259,38,725,190,1,debit,2017-03-15 9:57
1260,78,775,77175,3,credit_card,2017-03-27 9:27
1261,69,819,262,2,credit_card,2017-03-01 8:23
1262,73,791,330,2,debit,2017-03-25 17:44
1263,5,791,142,1,credit_card,2017-03-03 4:12
1264,56,941,234,2,debit,2017-03-21 12:02
1265,57,715,294,2,debit,2017-03-01 2:31
1266,30,971,153,1,credit_card,2017-03-02 10:05
1267,22,718,146,1,cash,2017-03-11 10:34
1268,80,798,290,2,credit_card,2017-03-01 0:19
1269,59,771,356,2,debit,2017-03-11 12:45
1270,67,992,524,4,credit_card,2017-03-12 11:43
1271,57,743,294,2,cash,2017-03-01 5:37
1272,36,824,260,2,cash,2017-03-05 8:29
1273,99,977,195,1,credit_card,2017-03-03 20:19
1274,20,809,254,2,debit,2017-03-20 0:14
1275,32,861,101,1,credit_card,2017-03-26 4:34
1276,54,946,133,1,debit,2017-03-04 16:36
1277,2,818,94,1,credit_card,2017-03-09 3:36
1278,70,714,173,1,cash,2017-03-18 6:53
1279,70,766,346,2,credit_card,2017-03-15 20:05
1280,92,871,180,2,cash,2017-03-26 16:56
1281,57,980,147,1,credit_card,2017-03-04 19:29
1282,82,871,177,1,cash,2017-03-26 23:37
1283,99,936,195,1,debit,2017-03-07 20:24
1284,32,909,202,2,debit,2017-03-01 21:33
1285,98,981,266,2,cash,2017-03-27 10:59
1286,88,941,528,3,cash,2017-03-28 19:23
1287,91,774,160,1,debit,2017-03-20 1:49
1288,93,959,114,1,cash,2017-03-07 2:17
1289,32,901,101,1,cash,2017-03-27 17:51
1290,63,895,272,2,cash,2017-03-22 23:13
1291,1,711,316,2,cash,2017-03-07 20:01
1292,18,945,468,3,credit_card,2017-03-13 14:18
1293,81,727,177,1,cash,2017-03-16 7:46
1294,29,993,326,2,credit_card,2017-03-01 16:56
1295,96,991,153,1,credit_card,2017-03-06 12:44
1296,15,983,153,1,debit,2017-03-16 23:41
1297,19,707,163,1,credit_card,2017-03-29 23:20
1298,62,852,160,1,debit,2017-03-06 7:33
1299,31,858,516,4,cash,2017-03-01 6:17
1300,81,965,354,2,credit_card,2017-03-09 23:25
1301,14,743,116,1,debit,2017-03-22 19:05
1302,73,873,165,1,debit,2017-03-08 17:51
1303,30,948,459,3,debit,2017-03-12 7:04
1304,39,783,268,2,cash,2017-03-13 6:40
1305,51,931,187,1,debit,2017-03-12 10:37
1306,76,987,465,3,cash,2017-03-30 6:51
1307,52,809,584,4,cash,2017-03-22 17:40
1308,85,957,344,2,cash,2017-03-16 3:39
1309,24,940,420,3,credit_card,2017-03-24 0:53
1310,23,940,312,2,debit,2017-03-08 2:51
1311,72,894,160,1,debit,2017-03-18 8:35
1312,66,984,322,2,credit_card,2017-03-25 8:32
1313,82,927,531,3,credit_card,2017-03-20 8:32
1314,29,827,163,1,cash,2017-03-25 17:39
1315,89,741,588,3,cash,2017-03-19 11:00
1316,86,763,260,2,cash,2017-03-06 1:32
1317,80,968,145,1,debit,2017-03-02 7:51
1318,18,852,312,2,cash,2017-03-23 8:41
1319,94,958,402,3,cash,2017-03-09 19:36
1320,49,763,258,2,debit,2017-03-05 22:21
1321,6,871,187,1,cash,2017-03-28 14:52
1322,53,971,224,2,cash,2017-03-22 18:23
1323,48,767,351,3,cash,2017-03-14 4:11
1324,91,788,320,2,credit_card,2017-03-29 11:22
1325,14,838,116,1,cash,2017-03-13 8:08
1326,61,835,316,2,credit_card,2017-03-14 6:57
1327,9,944,354,3,credit_card,2017-03-17 15:46
1328,11,716,368,2,cash,2017-03-29 17:56
1329,26,736,704,4,debit,2017-03-05 23:22
1330,27,709,338,2,debit,2017-03-19 2:42
1331,97,706,162,1,cash,2017-03-18 22:24
1332,13,788,320,2,credit_card,2017-03-10 6:28
1333,19,829,163,1,cash,2017-03-13 1:42
1334,79,844,181,1,credit_card,2017-03-07 3:19
1335,13,764,160,1,cash,2017-03-17 14:42
1336,34,733,244,2,cash,2017-03-22 17:32
1337,54,811,133,1,cash,2017-03-24 20:50
1338,62,705,480,3,debit,2017-03-18 7:30
1339,87,777,149,1,cash,2017-03-17 2:43
1340,83,747,387,3,cash,2017-03-24 15:13
1341,32,808,202,2,credit_card,2017-03-01 14:33
1342,32,967,202,2,cash,2017-03-09 14:53
1343,84,821,459,3,debit,2017-03-18 6:35
1344,39,953,402,3,credit_card,2017-03-08 20:11
1345,33,897,519,3,cash,2017-03-07 21:57
1346,69,914,262,2,credit_card,2017-03-26 11:50
1347,100,764,444,4,cash,2017-03-20 1:51
1348,86,943,130,1,credit_card,2017-03-09 22:27
1349,13,784,480,3,credit_card,2017-03-23 4:41
1350,59,761,356,2,cash,2017-03-04 23:12
1351,59,843,178,1,cash,2017-03-02 3:12
1352,72,757,320,2,cash,2017-03-15 15:38
1353,86,716,390,3,debit,2017-03-15 23:17
1354,50,700,579,3,cash,2017-03-07 18:00
1355,83,755,129,1,debit,2017-03-29 0:02
1356,20,980,381,3,cash,2017-03-17 12:30
1357,22,770,292,2,cash,2017-03-19 17:50
1358,33,848,519,3,cash,2017-03-29 23:33
1359,3,728,148,1,cash,2017-03-16 10:51
1360,67,872,131,1,cash,2017-03-03 12:26
1361,27,920,338,2,credit_card,2017-03-26 12:23
1362,38,846,570,3,cash,2017-03-21 19:25
1363,42,607,704000,2000,credit_card,2017-03-15 4:00
1364,88,942,176,1,credit_card,2017-03-18 13:52
1365,42,797,1760,5,cash,2017-03-10 6:28
1366,20,790,254,2,debit,2017-03-08 0:05
1367,59,977,178,1,cash,2017-03-07 20:41
1368,42,926,1408,4,cash,2017-03-13 2:38
1369,97,943,486,3,credit_card,2017-03-01 13:31
1370,66,979,161,1,cash,2017-03-27 12:37
1371,97,919,162,1,credit_card,2017-03-02 18:31
1372,72,707,480,3,cash,2017-03-05 1:01
1373,83,884,129,1,debit,2017-03-02 9:41
1374,65,880,308,2,debit,2017-03-21 4:44
1375,97,789,486,3,cash,2017-03-11 4:54
1376,71,924,328,2,credit_card,2017-03-02 21:04
1377,53,778,112,1,debit,2017-03-14 12:39
1378,1,889,158,1,debit,2017-03-27 19:10
1379,17,852,528,3,credit_card,2017-03-05 23:15
1380,53,913,112,1,credit_card,2017-03-19 2:56
1381,49,967,129,1,cash,2017-03-06 20:21
1382,8,996,132,1,cash,2017-03-23 17:01
1383,69,751,262,2,debit,2017-03-07 17:18
1384,27,819,338,2,credit_card,2017-03-16 22:02
1385,78,867,25725,1,cash,2017-03-17 16:38
1386,5,863,568,4,credit_card,2017-03-26 22:26
1387,38,981,190,1,credit_card,2017-03-02 7:24
1388,97,969,162,1,credit_card,2017-03-29 23:52
1389,63,738,272,2,debit,2017-03-27 20:49
1390,56,868,234,2,cash,2017-03-27 7:34
1391,15,935,153,1,credit_card,2017-03-02 3:23
1392,62,811,480,3,credit_card,2017-03-19 9:48
1393,32,867,101,1,cash,2017-03-29 21:58
1394,84,858,306,2,debit,2017-03-20 2:54
1395,44,810,144,1,credit_card,2017-03-15 4:33
1396,80,945,435,3,debit,2017-03-10 8:02
1397,65,853,308,2,cash,2017-03-02 19:32
1398,52,874,146,1,debit,2017-03-08 16:47
1399,86,749,130,1,debit,2017-03-21 2:41
1400,67,886,262,2,credit_card,2017-03-10 10:37
1401,30,981,153,1,cash,2017-03-24 8:29
1402,36,705,260,2,debit,2017-03-16 4:34
1403,9,790,118,1,debit,2017-03-01 21:55
1404,41,845,236,2,debit,2017-03-07 2:05
1405,93,998,114,1,credit_card,2017-03-17 16:52
1406,70,844,346,2,credit_card,2017-03-11 8:39
1407,17,985,704,4,credit_card,2017-03-05 16:07
1408,7,915,112,1,credit_card,2017-03-16 23:00
1409,16,807,156,1,cash,2017-03-07 4:04
1410,100,972,444,4,credit_card,2017-03-21 13:33
1411,97,832,162,1,debit,2017-03-13 4:40
1412,50,905,386,2,cash,2017-03-14 0:45
1413,93,818,114,1,cash,2017-03-10 10:30
1414,9,967,118,1,cash,2017-03-06 20:46
1415,60,923,177,1,credit_card,2017-03-11 3:40
1416,80,911,290,2,debit,2017-03-09 2:49
1417,4,718,384,3,credit_card,2017-03-21 8:11
1418,89,874,588,3,cash,2017-03-04 11:07
1419,24,971,420,3,credit_card,2017-03-12 21:57
1420,78,912,25725,1,cash,2017-03-30 12:23
1421,5,894,284,2,cash,2017-03-26 9:38
1422,77,975,312,2,debit,2017-03-13 16:38
1423,30,965,306,2,debit,2017-03-12 1:53
1424,41,793,118,1,cash,2017-03-08 2:13
1425,61,744,316,2,cash,2017-03-15 10:49
1426,98,740,133,1,cash,2017-03-16 22:21
1427,53,942,336,3,credit_card,2017-03-11 22:00
1428,58,965,552,4,credit_card,2017-03-18 9:57
1429,15,784,459,3,credit_card,2017-03-28 20:31
1430,30,812,459,3,credit_card,2017-03-29 3:23
1431,7,830,112,1,debit,2017-03-25 16:08
1432,19,882,326,2,credit_card,2017-03-28 3:45
1433,81,879,354,2,cash,2017-03-02 9:22
1434,15,966,306,2,credit_card,2017-03-27 20:46
1435,23,861,312,2,cash,2017-03-27 23:03
1436,96,743,459,3,cash,2017-03-23 2:21
1437,42,607,704000,2000,credit_card,2017-03-11 4:00
1438,5,872,284,2,debit,2017-03-09 8:30
1439,50,728,386,2,credit_card,2017-03-09 8:16
1440,37,736,426,3,credit_card,2017-03-30 19:53
1441,69,768,262,2,cash,2017-03-19 2:56
1442,39,723,134,1,debit,2017-03-01 0:26
1443,47,822,290,2,debit,2017-03-30 15:08
1444,51,780,561,3,cash,2017-03-12 23:18
1445,23,916,156,1,credit_card,2017-03-08 16:03
1446,3,871,148,1,debit,2017-03-03 6:00
1447,48,806,351,3,debit,2017-03-23 19:16
1448,20,728,127,1,credit_card,2017-03-29 12:17
1449,27,913,338,2,credit_card,2017-03-27 21:41
1450,40,905,322,2,debit,2017-03-16 14:12
1451,66,894,161,1,cash,2017-03-10 10:44
1452,57,756,294,2,credit_card,2017-03-10 2:19
1453,78,812,25725,1,credit_card,2017-03-17 18:09
1454,6,967,561,3,credit_card,2017-03-03 9:20
1455,2,978,94,1,credit_card,2017-03-07 23:04
1456,62,821,640,4,credit_card,2017-03-11 5:54
1457,20,935,254,2,cash,2017-03-09 8:26
1458,79,890,181,1,credit_card,2017-03-07 15:01
1459,94,779,134,1,debit,2017-03-09 19:36
1460,23,761,468,3,debit,2017-03-10 3:31
1461,70,954,173,1,cash,2017-03-28 0:22
1462,27,876,169,1,credit_card,2017-03-16 21:38
1463,7,791,224,2,debit,2017-03-14 16:06
1464,19,747,489,3,cash,2017-03-26 14:07
1465,4,766,128,1,debit,2017-03-22 23:36
1466,8,971,264,2,debit,2017-03-19 1:06
1467,65,710,616,4,credit_card,2017-03-13 7:39
1468,7,745,112,1,cash,2017-03-14 2:32
1469,83,964,258,2,debit,2017-03-05 18:37
1470,15,729,153,1,cash,2017-03-26 14:30
1471,90,793,356,2,debit,2017-03-07 2:05
1472,42,907,1408,4,debit,2017-03-12 23:00
1473,69,922,131,1,debit,2017-03-24 20:49
1474,67,773,131,1,debit,2017-03-04 11:47
1475,21,815,142,1,cash,2017-03-30 23:26
1476,43,842,181,1,cash,2017-03-17 23:03
1477,41,894,354,3,credit_card,2017-03-28 12:51
1478,34,870,122,1,credit_card,2017-03-30 8:21
1479,16,774,156,1,debit,2017-03-22 20:09
1480,13,938,480,3,debit,2017-03-01 7:40
1481,66,853,161,1,cash,2017-03-10 17:49
1482,100,824,222,2,debit,2017-03-12 20:04
1483,87,885,447,3,debit,2017-03-27 5:41
1484,46,824,332,2,credit_card,2017-03-26 17:43
1485,96,702,765,5,credit_card,2017-03-03 20:53
1486,45,799,142,1,credit_card,2017-03-22 13:04
1487,11,741,184,1,credit_card,2017-03-11 3:04
1488,13,739,160,1,credit_card,2017-03-08 12:10
1489,73,898,330,2,credit_card,2017-03-12 2:20
1490,84,734,153,1,credit_card,2017-03-30 11:34
1491,43,995,181,1,cash,2017-03-08 17:17
1492,17,734,176,1,cash,2017-03-28 15:24
1493,48,894,117,1,credit_card,2017-03-02 3:24
1494,18,796,312,2,cash,2017-03-18 2:41
1495,7,745,560,5,credit_card,2017-03-18 1:08
1496,83,872,258,2,debit,2017-03-28 22:27
1497,81,810,531,3,cash,2017-03-23 15:11
1498,50,752,386,2,credit_card,2017-03-25 22:29
1499,30,784,459,3,debit,2017-03-17 10:27
1500,79,781,181,1,debit,2017-03-01 6:38
1501,81,824,708,4,cash,2017-03-06 2:04
1502,64,988,133,1,credit_card,2017-03-24 20:09
1503,35,778,656,4,cash,2017-03-12 12:52
1504,11,904,736,4,debit,2017-03-06 23:08
1505,40,948,161,1,credit_card,2017-03-07 13:07
1506,28,872,328,2,credit_card,2017-03-12 10:18
1507,6,996,374,2,debit,2017-03-17 0:53
1508,54,874,399,3,credit_card,2017-03-16 4:27
1509,53,748,224,2,debit,2017-03-13 6:25
1510,12,720,402,2,credit_card,2017-03-24 2:24
1511,41,930,354,3,credit_card,2017-03-02 9:10
1512,93,969,342,3,credit_card,2017-03-10 1:04
1513,42,946,352,1,debit,2017-03-24 13:35
1514,26,918,176,1,cash,2017-03-17 16:13
1515,31,718,258,2,credit_card,2017-03-13 6:14
1516,37,946,568,4,credit_card,2017-03-27 10:57
1517,51,761,187,1,debit,2017-03-27 15:01
1518,74,931,459,3,debit,2017-03-18 13:11
1519,47,710,145,1,cash,2017-03-15 1:41
1520,10,906,148,1,debit,2017-03-11 5:05
1521,42,756,704,2,debit,2017-03-22 13:10
1522,83,847,129,1,debit,2017-03-23 9:15
1523,91,761,320,2,debit,2017-03-27 12:22
1524,96,892,306,2,cash,2017-03-08 4:41
1525,17,785,528,3,credit_card,2017-03-06 15:31
1526,16,943,312,2,debit,2017-03-23 22:01
1527,53,770,224,2,credit_card,2017-03-12 0:37
1528,47,847,145,1,debit,2017-03-21 3:04
1529,65,747,616,4,debit,2017-03-10 10:22
1530,78,810,51450,2,cash,2017-03-29 7:12
1531,34,792,244,2,cash,2017-03-03 16:02
1532,82,909,177,1,debit,2017-03-25 20:38
1533,13,778,480,3,cash,2017-03-10 14:05
1534,15,955,612,4,debit,2017-03-15 4:27
1535,21,777,284,2,cash,2017-03-09 3:51
1536,33,881,173,1,credit_card,2017-03-24 8:45
1537,50,947,193,1,debit,2017-03-04 0:25
1538,43,750,543,3,credit_card,2017-03-11 13:20
1539,41,743,236,2,credit_card,2017-03-14 12:24
1540,45,897,142,1,credit_card,2017-03-09 7:20
1541,79,987,362,2,cash,2017-03-25 17:12
1542,6,991,187,1,debit,2017-03-17 18:13
1543,35,940,328,2,credit_card,2017-03-14 5:47
1544,35,966,492,3,credit_card,2017-03-25 11:24
1545,34,794,122,1,credit_card,2017-03-24 11:41
1546,19,982,489,3,debit,2017-03-20 0:25
1547,1,747,158,1,debit,2017-03-01 1:08
1548,38,820,380,2,cash,2017-03-26 23:01
1549,56,873,117,1,cash,2017-03-16 12:36
1550,13,889,160,1,credit_card,2017-03-12 17:24
1551,63,759,408,3,cash,2017-03-21 9:55
1552,64,763,399,3,cash,2017-03-03 6:42
1553,99,751,195,1,cash,2017-03-21 6:28
1554,18,735,312,2,cash,2017-03-06 19:58
1555,29,708,489,3,cash,2017-03-18 23:38
1556,82,781,531,3,debit,2017-03-23 10:14
1557,70,890,692,4,debit,2017-03-07 11:12
1558,84,893,153,1,credit_card,2017-03-04 7:08
1559,34,974,244,2,credit_card,2017-03-29 3:58
1560,30,781,153,1,credit_card,2017-03-05 20:23
1561,7,773,448,4,credit_card,2017-03-18 15:12
1562,77,980,156,1,debit,2017-03-10 23:12
1563,42,607,704000,2000,credit_card,2017-03-19 4:00
1564,91,934,960,6,debit,2017-03-23 8:25
1565,4,836,128,1,credit_card,2017-03-08 8:15
1566,6,871,374,2,credit_card,2017-03-09 8:19
1567,100,722,222,2,cash,2017-03-30 17:49
1568,12,753,402,2,cash,2017-03-28 14:51
1569,91,866,320,2,credit_card,2017-03-08 3:18
1570,96,755,306,2,cash,2017-03-11 1:00
1571,33,972,519,3,debit,2017-03-11 3:07
1572,47,913,435,3,cash,2017-03-23 9:14
1573,27,800,169,1,credit_card,2017-03-05 1:09
1574,13,787,320,2,debit,2017-03-13 7:10
1575,29,976,326,2,credit_card,2017-03-16 6:23
1576,47,878,290,2,cash,2017-03-07 22:06
1577,73,923,330,2,credit_card,2017-03-28 13:44
1578,17,718,704,4,debit,2017-03-09 21:36
1579,70,847,173,1,credit_card,2017-03-03 17:52
1580,40,727,161,1,credit_card,2017-03-26 7:49
1581,71,968,164,1,debit,2017-03-08 1:15
1582,47,921,290,2,credit_card,2017-03-04 15:59
1583,23,814,312,2,credit_card,2017-03-21 9:12
1584,47,933,145,1,cash,2017-03-22 17:31
1585,14,759,116,1,debit,2017-03-21 0:32
1586,33,863,173,1,cash,2017-03-01 18:34
1587,91,968,320,2,credit_card,2017-03-29 16:39
1588,13,833,480,3,debit,2017-03-17 4:53
1589,69,895,262,2,cash,2017-03-08 18:48
1590,2,758,94,1,credit_card,2017-03-22 1:52
1591,17,954,176,1,cash,2017-03-04 17:26
1592,99,978,195,1,debit,2017-03-10 2:02
1593,56,755,351,3,debit,2017-03-13 16:06
1594,27,948,338,2,cash,2017-03-20 11:22
1595,10,749,592,4,credit_card,2017-03-29 13:24
1596,87,739,149,1,debit,2017-03-16 16:19
1597,67,793,131,1,credit_card,2017-03-30 10:10
1598,1,719,158,1,cash,2017-03-15 23:14
1599,53,889,112,1,credit_card,2017-03-14 19:55
1600,63,868,272,2,cash,2017-03-25 7:55
1601,39,748,268,2,credit_card,2017-03-23 23:22
1602,56,944,117,1,credit_card,2017-03-06 1:49
1603,42,607,704000,2000,credit_card,2017-03-17 4:00
1604,82,800,354,2,credit_card,2017-03-14 20:29
1605,43,764,181,1,debit,2017-03-12 21:56
1606,75,978,256,2,credit_card,2017-03-28 15:20
1607,10,833,296,2,cash,2017-03-03 8:49
1608,68,931,136,1,credit_card,2017-03-09 13:06
1609,18,864,156,1,credit_card,2017-03-01 22:15
1610,10,923,296,2,credit_card,2017-03-09 13:58
1611,25,941,260,2,cash,2017-03-01 11:37
1612,66,711,161,1,debit,2017-03-05 3:21
1613,90,796,712,4,credit_card,2017-03-20 11:36
1614,18,792,156,1,credit_card,2017-03-10 7:37
1615,65,753,308,2,credit_card,2017-03-18 1:40
1616,23,963,156,1,cash,2017-03-03 1:19
1617,23,971,312,2,debit,2017-03-08 11:46
1618,9,868,118,1,debit,2017-03-21 10:55
1619,85,952,344,2,debit,2017-03-01 21:46
1620,95,834,336,2,debit,2017-03-05 15:16
1621,13,885,160,1,cash,2017-03-14 11:37
1622,30,797,306,2,credit_card,2017-03-18 1:14
1623,33,845,346,2,debit,2017-03-25 13:57
1624,94,885,402,3,debit,2017-03-13 9:05
1625,30,969,153,1,credit_card,2017-03-04 21:02
1626,9,731,354,3,cash,2017-03-11 16:34
1627,96,852,612,4,credit_card,2017-03-06 22:31
1628,88,946,176,1,credit_card,2017-03-08 5:56
1629,91,982,800,5,debit,2017-03-10 20:05
1630,97,967,162,1,cash,2017-03-21 14:36
1631,40,712,161,1,credit_card,2017-03-24 18:10
